prolific_pid,goal_condition,base_rate,raw_response,trial_id,decision_structure,strategy,response_lowercase,chose_contaminated,chose_uncontaminated,base_rate_num,base_rate_c
641571922d04f807e7157a04,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""i want to know if its contaminated""}",contaminated,TRUE,FALSE,0.2,-0.3
5dd3d082ed36493b905e87dc,uncont,0.8,CONTAMINATED,exp1_trial1,singleton,"{""strategy"":""I WANT TO KNOW IF THE VIAL IS CONTAMINATED OR NOT. HE CAN SAY YES, NO, OR I DON'T KNOW. ""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
5e9027110aacc7320bd9a84b,uncont,0.2,one that you know is contaminated,exp1_trial1,singleton,"{""strategy"":""I found it very difficult - I decided that since the contaminated ones were fewer in number, if the colleague knew one was contaminated, there was only a 1 in 9 chance that the next one I picked would be contaminated""}",one that you know is contaminated,TRUE,FALSE,0.2,-0.3
5df3c01761b48a295ffba48f,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""You have to identify a contaminated vial before you can test for different contaminants.""}",contaminated,TRUE,FALSE,0.2,-0.3
6a09f83f52d6199c2e28b4f9,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""since we know that most of the vials were contaminated and our colleague knows the status of some of the vials, it makes sense logically to ask them which ones they know are contaminated to shorten the list ""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69f0f29633e64607ddec0a73,cont,0.8,One that you know is contaminated,exp1_trial1,singleton,"{""strategy"":""I knew the colleague knows about some vials so thought this question was a good place to start""}",one that you know is contaminated,TRUE,FALSE,0.8,0.30000000000000004
69e03c2a9b95f1189241aab9,uncont,0.8,one of the uncontaminated ones,exp1_trial1,singleton,"{""strategy"":""I know that they only saw some so if they answe that it is one of the uncontaminated ones they saw then i know it is safe""}",one of the uncontaminated ones,FALSE,TRUE,0.8,0.30000000000000004
5dd1964987c1fd2082c4d88e,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I decided to be direct.  If my colleague knows it is contaminated they can help.  If they do not know a vial is contaminated we can go ahead and toss it (along with the contaminated ones) so we can have only vials that we are certain are uncontaminated.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69f9a75c60e037b1141ded01,cont,0.2,contaminated?,exp1_trial1,singleton,"{""strategy"":""Asking if it was contaminated vs. asking if it was uncontaminated yields the same results. If the vial in question was contaminated, asking if it was contaminated gets me a \""yes\"", while asking if it was uncontaminated gets me a \""no\"". ""}",contaminated?,TRUE,FALSE,0.2,-0.3
69f8fb02e447dce98df304c6,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""Just wanted to start off safe by asking if the vial is contaminated\n""}",contaminated,TRUE,FALSE,0.5,0
69fcc04ad4f16300d170e9c3,uncont,0.2,Contaminated,exp1_trial1,singleton,"{""strategy"":""Since the vial is either contaminated or not and the lab assistant knows which were unchanged it seems sensible to ask if the selected one is contanimated or not""}",contaminated,TRUE,FALSE,0.2,-0.3
6a0a2fc83b364c8efccd8885,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""My reasoning strategy is based on comparing a suspected sample against a known uncontaminated control under the same conditions.""}",contaminated,TRUE,FALSE,0.5,0
5fd8dc106452e32d8397cf83,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""just being direct is the best""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69fc43cd90d6b91a1e80a3d1,uncont,0.5,one of the vials that you know for absolute certain isn't contaminated,exp1_trial1,singleton,"{""strategy"":""The colleague was there when the contamination happened and knows whether some of the vials were contaminated. My question was an attempt to rule out which vials were definitely contaminated so that I could try to get a clearer picture of what I had left to work with. ""}",one of the vials that you know for absolute certain isn't contaminated,TRUE,FALSE,0.5,0
6a0711b2632e18dfef1510e5,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""The college was a witness to the contamination.""}",contaminated,TRUE,FALSE,0.2,-0.3
6a0439a9ac9ae8269cb3ed61,uncont,0.5,uncontaminated,exp1_trial1,singleton,"{""strategy"":""I was running an experiment on a vial that wasn't contaminated and since my colleague knew that some vials were uncontaminated hence I decided to ask that question. ""}",uncontaminated,FALSE,TRUE,0.5,0
6a0623be513f7fec0d78ca9e,uncont,0.5,Contaminated,exp1_trial1,singleton,"{""strategy"":""I asked if this vial was contaminated to see whether it was or was not. ""}",contaminated,TRUE,FALSE,0.5,0
69b76f6c2d55317c502df167,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I came to the decision to ask if vial was contaminated since colleague knew for certain some were.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6a0b3cd169190a44499b8e47,cont,0.8,Contaminated,exp1_trial1,singleton,"{""strategy"":""Colleague says they know which were contaminated""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69fb31c7fd922d9f38394582,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""based on the infomation i was given""}",contaminated,TRUE,FALSE,0.5,0
69c2f2ce0e40561e28a6adfa,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I wanted to know if the vial had contaminates in it.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
65ae83353634d8519055f828,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I felt that asking whether a certain vial was contaminated seemed more clear than asking if the vial was uncontaminated. I felt I could more quickly identify the contaminated vials but I may have gotten the same results if I first asked whether the vial was untouched.""}",contaminated,TRUE,FALSE,0.5,0
5f4ae7cb6b68b56c2acb12c8,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""my colleague knows which are contaminated, and there are more clean than contaminated, so it would be more likely that I would randomly choose a clean one and that would be confirmation""}",contaminated,TRUE,FALSE,0.2,-0.3
6a032903a1445dd425297570,cont,0.5,Next to a contaminated vial,exp1_trial1,singleton,"{""strategy"":""You could have asked if it was contaminated but that will give you only one vial, if you ask if it's next to a contaminated vial will give you more options...sure there is a better way of doing this and it annoys me""}",next to a contaminated vial,TRUE,FALSE,0.5,0
63b3377ca1ccdfc7cc567503,uncont,0.8,uncontaminated,exp1_trial1,singleton,"{""strategy"":""Most vials are contaminated only few are safe, so it is better to target the vial, i care about.""}",uncontaminated,FALSE,TRUE,0.8,0.30000000000000004
67609942b1a08f5011253235,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I just chose a yes or no question.""}",contaminated,TRUE,FALSE,0.5,0
69fcca99fb3b2078f686094c,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""just asked whether the one with the question mark was contaminated ""}",contaminated,TRUE,FALSE,0.2,-0.3
69ed1971adbc92b5eecac4f4,cont,0.2,Contaminated,exp1_trial1,singleton,"{""strategy"":""They knew some where contaminated so they would be able to offer some advice if they knew or not to start an investigation ""}",contaminated,TRUE,FALSE,0.2,-0.3
6776cdf98d57e424a247e48a,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I honestly don't know what the best strategy is, so I figured I'd just be direct and ask whether the vial was contaminated or not.""}",contaminated,TRUE,FALSE,0.2,-0.3
676055469b245b53e81358d0,cont,0.8,"contaminated  or  not, or did you not see this vial.",exp1_trial1,singleton,"{""strategy"":""i just used common sense and judgement""}","contaminated  or  not, or did you not see this vial.",TRUE,FALSE,0.8,0.30000000000000004
5e21d163930e1901d885ded5,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""It was the issue at hand, was there contamination.""}",contaminated,TRUE,FALSE,0.2,-0.3
62c35e9517e15b36b957a678,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""The most important element is knowing which are contiminated to get rid of those. Identifying one that's contaminated may help in quickly identifying the others that are as well. ""}",contaminated,TRUE,FALSE,0.2,-0.3
608ad1364b6e1a2370964c9c,uncont,0.5,Contaminated,exp1_trial1,singleton,"{""strategy"":""I asked direct""}",contaminated,TRUE,FALSE,0.5,0
6a088a5e43d21c6f1cbf1133,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""The partner knows for certain a few are contaminated, and if he says it is then i will switch, if he says it isnt then im fine, and if he says he doesn't know then my odds remain the same""}",contaminated,TRUE,FALSE,0.5,0
69b749c385f2b01a82f4e780,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I want to find which vials are contaminated, so I will ask my colleague \""Is this vial contaminated?\""""}",contaminated,TRUE,FALSE,0.5,0
69fe2f8c93a1a89b1c90fe75,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""To know if its contaminated makes it easier to get""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
60a2a8570a0f9cc00d6b9d1a,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""If I could find out if they knew it was contaminated then I could do a process of elimination""}",contaminated,TRUE,FALSE,0.2,-0.3
6a03a2e5df2351c9c575b0da,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I just thought about what the simplest question would be since the colleague saw which ones were contaminated but now I'm unsure.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6a0e2ad147f6240092b0b079,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""The colleague knows some of the vials are contaminated. His answer could eliminate a contaminated vial.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
699b6090e5d9282085ecdd57,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I just used the information given to me. The word was repeated more than once, in more than one question (even though the study said there would only be 1 question)""}",contaminated,TRUE,FALSE,0.5,0
69fcdb6a16983a805bcd5866,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I wanted to know if they knew right away if the vial was bad or not.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69f088bcbbcdaa57732de2f7,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""It was the only obvious thing I could think to ask.""}",contaminated,TRUE,FALSE,0.2,-0.3
66f6e3a582de0614bd19b481,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""because its the most simple way of asking""}",contaminated,TRUE,FALSE,0.2,-0.3
6776c9f7191e7c5b39c1db89,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""To choose one and ask of this one had been contaminated as a process of elimination""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
676096cbfb3cf75c1926a58c,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I need to know if its is contaminated or not so it makes sense to ask that. Plus contaminated is clearer than uncontaminated""}",contaminated,TRUE,FALSE,0.5,0
6a00c623ef2f9a4790b6ef4c,uncont,0.8,uncontaminated,exp1_trial1,singleton,"{""strategy"":""The colleague knows some vials are contaminated, so I relied on their helpfulness to have them deduce from all the information they have whether the random vial was likely to be  uncontaminated.""}",uncontaminated,FALSE,TRUE,0.8,0.30000000000000004
67665f7b0329bd3e30515ad2,uncont,0.8,Contaminated,exp1_trial1,singleton,"{""strategy"":""The only way to know for sure is to ask directly if the vials are contaminated or not""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69c9a5f001027d3483353604,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""In this situation, the co-worker apparently knows enough that only 2 vials are contaminated, but doesn't know which ones?  How do they know the exact number of vials that are contaminated.  How do they determine contamination?  Surely if they can give the exact number of vials contaminated, they can also provide insight in to whether they think the vial is contaminated or not.""}",contaminated,TRUE,FALSE,0.2,-0.3
69bb135a86ce67d62d6bb670,cont,0.2,Contaminated,exp1_trial1,singleton,"{""strategy"":""I wanted to check each bottle so I need to know which vial is clean and which is dirty: ""}",contaminated,TRUE,FALSE,0.2,-0.3
69f61acabec43a9d52693ef7,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I thought about what the task at hand was which is to identify contaminated vs non-contaminated.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6a089aba96b06120c2a0bf6c,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""The question asked my colleague for the information I required, to the best of their knowledge.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6992208bb9f2bd50b06851a2,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""It makes sense because I need to find out which vials are contaminated.""}",contaminated,TRUE,FALSE,0.2,-0.3
697a8f0105cbab23fe7697f6,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""The only question I can think to ask is if they know that the specific vial i choose is contaminated as thats the information they have.""}",contaminated,TRUE,FALSE,0.5,0
6a0ad2bb47e8317cc17cc92f,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""you initially asked me to ask the colleague is the vial was conatmintaed.""}",contaminated,TRUE,FALSE,0.5,0
63ed0392b8b24c34aaf26310,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""not sure there was anything else to ask ""}",contaminated,TRUE,FALSE,0.5,0
69ee5e4f81a2b4c3ea9f68fd,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I asked if it was contaminated as my colleague can answer yes, no, or unsure""}",contaminated,TRUE,FALSE,0.2,-0.3
6a0889fa55d49da911e00197,cont,0.2,A contaminated one,exp1_trial1,singleton,"{""strategy"":""I wanted to know if it was a vial that my colleague knew about""}",a contaminated one,TRUE,FALSE,0.2,-0.3
69f586544b0395e639960cd5,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I asked him straight up if it was contaminated or not since he knows some are and some aren't, process of elimination.""}",contaminated,TRUE,FALSE,0.5,0
6a099ce915395eeb1b0930c8,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""i need to know which ones are contaminated and they were in the room and know which viles are""}",contaminated,TRUE,FALSE,0.2,-0.3
69c2a43087e0fee8b0259b11,cont,0.5,", Vial number 6 contaminated and if yes, with what",exp1_trial1,singleton,"{""strategy"":""My goal was to ask the question clearly, so I gave my colleague a reference to a specific vial I was inquiring about and whether it was contaminated. If he said yes, I had included the follow-up question asking him with what substance. With this approach, I can quickly figure out which ones I need to spend time on figuring out on my own while eliminating the others. ""}",", vial number 6 contaminated and if yes, with what",TRUE,FALSE,0.5,0
5ea3319a6a1a5b2a1175ed6e,uncont,0.8,Contaminated,exp1_trial1,singleton,"{""strategy"":""If the vial is definitely contaminated it would be a waste of time doing the experiment on it""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6751acc5dc78128951a34f1f,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""The goal is to find out which vial is contaminated so that's the most reasonable and logical question to ask my colleague​""}",contaminated,TRUE,FALSE,0.2,-0.3
69dad491dae8aaa966e04e31,cont,0.2,Safe,exp1_trial1,singleton,"{""strategy"":""To know if its contaminated or not ""}",safe,FALSE,TRUE,0.2,-0.3
6609a0ad06fc9ade96c2cbb0,uncont,0.5,Uncontaminated,exp1_trial1,singleton,"{""strategy"":""Need to test on an uncontaminated vial, so makes the most sense to ask if it is a suitable vial for testing.""}",uncontaminated,FALSE,TRUE,0.5,0
6a00e905e0f3e4829a60e1a1,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""They saw for certain some that became contaminated, so asking if they saw this one becoming contaminated then you'd know that more than likely the contaminant was in there. If they said 'no' or 'unsure' then you wouldn't test that one as it's less likely to identify the contaminant.""}",contaminated,TRUE,FALSE,0.2,-0.3
69f311024ab6e94ae62b92e6,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""That question would elicit a straightforward answer that I could use to determine whether it is safe to use. Actually in hindsight I should have asked if it was uncontaminated!""}",contaminated,TRUE,FALSE,0.5,0
6a09f97724edea48c8bb0dc5,cont,0.2,Clean,exp1_trial1,singleton,"{""strategy"":""I hope that they know if this one has been contaminated or not""}",clean,FALSE,TRUE,0.2,-0.3
69f5dbe47e94ed98e4636034,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""need to know if I can use it""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69ee11c0a4894971f69cf2fe,uncont,0.5,one of the ones you saw contaminated,exp1_trial1,singleton,"{""strategy"":""I need to start somewhere and I know half are contaminated so lets get a baseline""}",one of the ones you saw contaminated,TRUE,FALSE,0.5,0
677b8e386966144d94556597,cont,0.2,CONTAMINATED,exp1_trial1,singleton,"{""strategy"":""I KNOW THAT HE IS AWRE OF THE STAUS OF SOME OF THEM SO IT WILL ENABLE ME TO SEE IF I SHOULD TEST THAT ONE""}",contaminated,TRUE,FALSE,0.2,-0.3
69a6bd3818ac9a7222aaa469,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I did so because i was picking form a general population""}",contaminated,TRUE,FALSE,0.5,0
59f22a9fd6380600018b2929,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I chose what is most important to know to complete the task.""}",contaminated,TRUE,FALSE,0.2,-0.3
697a3681507a37e91b91bb98,cont,0.8,next to 2 contaminated vials,exp1_trial1,singleton,"{""strategy"":""If most of the vials are contaminated, and with only one question, I cannot know for sure the status of all of them. If I can narrow it down, at least I have a higher chance than 0 of knowing.""}",next to 2 contaminated vials,TRUE,FALSE,0.8,0.30000000000000004
69fd0775994150a7486065d4,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I asked the colleague as he knew which ones were potentially contaminated""}",contaminated,TRUE,FALSE,0.5,0
638e84c70418d8a2c0aa372e,uncont,0.8,uncontaminated,exp1_trial1,singleton,"{""strategy"":""I want the uncontaminated vials. ""}",uncontaminated,FALSE,TRUE,0.8,0.30000000000000004
6a0344b635715771af6399b9,cont,0.5,Contaminated,exp1_trial1,singleton,"{""strategy"":""I used what the goal was to find out if I needed to know if it was contaminated ""}",contaminated,TRUE,FALSE,0.5,0
6a03d17ac6ff3faf7089c76b,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""Well more than half of the vials are contaminated, 8 are contaminated and 2 are not. Since more than half are contaminated, there is a likely chance this one probably is contaminated.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
5dd663c3cf8e7e5efc123950,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I just kept things simple and straightforward and asked if it was contaminated.""}",contaminated,TRUE,FALSE,0.5,0
5f887c8485e51d010a67cbe5,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""To see their reaction, sometimes they have said they are unsure but know the answer""}",contaminated,TRUE,FALSE,0.5,0
65389f0b0f181197c4218f6d,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""Given nothing is truly known, and the colleague is not in the know, and given the limited format of the question, I am thinking to jump start a conversation and directly, simply just ask my peer about their opinion - is it contaminated? They would probably go on to explain what they perceived better and I could gain greater insights to help me in my decision-making process.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69f38d3a5d1042981ba878c1,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""clear communication in a lab setting is required. there is only two options. \""uncontaiminated\"" or \"" contaiminated\"" all other phrases such as \""okay\"", \""safe\"", \""unsafe\"" all allow for speculation""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69ea0fc6b23f8b5e5767ede5,cont,0.5,Contaminated,exp1_trial1,singleton,"{""strategy"":""Well the colleague witnessed half of the vials so ""}",contaminated,TRUE,FALSE,0.5,0
58f669cefb4d7500014af69b,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I need to know if a vial was contaminated so it seemed obvious to just ask that, rather than a specific colour. ""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69fcbcce07252a136e52144b,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""I couldn't think of anything else. They look the same so I can't think how to differentiate them. ""}",contaminated,TRUE,FALSE,0.5,0
