prolific_pid,goal_condition,decision_structure,chosen_question,chose_positive,chose_negative,base_rate,trial_id,strategy,chose_contaminated,chose_uncontaminated
6a06382de4f4d2180de3826a,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""As I currently don't know about any vial it was better to find a contaminated one first""}",TRUE,FALSE
66aa953edf2f8a24300a7938,cont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""because if i ask is this contaminated and he yes no then i'm back at square 1\n""}",FALSE,TRUE
6a01f637a31ac5283ca76630,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I didn't have one. I just picked at random!""}",TRUE,FALSE
6a08d57073389b05475c44f7,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""I am to adopt an elimation strategy. As I am most hoping for a non-contaminated vial, I would phrase my question like this: This vial is not contaminated, right?""}",FALSE,TRUE
69af518fd95d804c4ad1b0e5,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""I wanted to make sure that it was uncontaminated because I am only supposed to use those ones. I think the question would cause less confusion if I ask if it's the one I need.""}",FALSE,TRUE
6767263a128cc4c391677127,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I felt he had a better chance of knowing the answer.""}",TRUE,FALSE
5eb162b0dc71ec243a783edc,cont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""it was put in a different way to how I would normally ask""}",FALSE,TRUE
6a0299017ab8027b580d84a0,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Finding out which is contaminated seems like a better approach ""}",TRUE,FALSE
695fc7c7bada72260c08be8d,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I want to start narrowing things down""}",TRUE,FALSE
6952c874bffb3b875800a61c,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I want to know what my coworker knows so i felt that this was the better question to ask in hopes of gaining the information i need to see which vial is contaminated .""}",TRUE,FALSE
5b8588fdec7fa30001d6103b,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""i believe that is one of the ones he knows about""}",TRUE,FALSE
672539aa74aa5a08ab440626,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I dont have a strategy at this point""}",TRUE,FALSE
668c3c8f766286ffd8b50097,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I thought it was the most direct way to rule out which to exclude. By going through a process of elimination what we had left would be a more manageable set.""}",TRUE,FALSE
676574c91832aa9c1440ee7b,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""i need to know the ones which  arent contaminated""}",FALSE,TRUE
6a03327a6d291b82272f08a5,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""I guess because my goal is to run the experiment with an uncontaminated Vial so even if my colleague doesn't know that is enough doubt for me to try another Vial instead""}",FALSE,TRUE
69fda86187f72c3aacbd992c,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I thought it would determine with more certainty whether the vial was contaminated. The language seemed more clear.""}",TRUE,FALSE
670f0a3ed9a0843666815df1,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Its the first one so I dont know the status of any of them""}",TRUE,FALSE
6741952bc1bf313739497ac2,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I’m assuming the reason they know about some and not others is because they saw clear signs of contamination. So they would be more likely to know which are contaminated than which are not""}",TRUE,FALSE
6a04c350bc5ac6864903401f,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Identifying which vials are contaminated gets them out of the picture quicker.""}",TRUE,FALSE
6a04c307c18dc6b5e80a4288,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I decided to ask whether the vial was contaminated because I thought this was a more straightforward question than the other question. The other question asked if the vial was not contaminated, and I thought the use of \""not contaminated\"" could risk some confusion more than \""contaminated.\""""}",TRUE,FALSE
66318eecf4b2dd2836d910d8,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""It would be easier to learn which ones he's sure are contaminated to narrow down the unknowns.""}",TRUE,FALSE
5a0f46bb7542890001aa7503,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""It gives me information about which vials the person knows was contaminated.A yes indicates they didn't see this vial get contaminated.""}",FALSE,TRUE
6304deb78f14a18b18ceed4a,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""do you know if this vial was one that was not contaminated""}",FALSE,TRUE
69f9e793e0c5c584bb28d1d2,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Because I need to find out what the contaminant is - so I need to know which vials are contaminated to test the substance in them ""}",TRUE,FALSE
6a04ed3e8efd43414b192f96,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I want to know if the vial I am going to pick in contaminated and by asking if it is is just the simplest way to ask ""}",TRUE,FALSE
608437f0b139060610c9f0c1,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Random guess - both questions looked the same??""}",TRUE,FALSE
6a042618920085d791eab8d5,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""My goal is to run my experiment on an uncontaminated vial. Since I must pick one vial to use, it would make sense to ask my colleague which vial is not contaminated so that I can run the test on it. My colleague knows the status of only the vials he or she saw, so my colleague should be able to tell me an uncontaminated vial that I can use for the experiment. ""}",FALSE,TRUE
67657e41965d3fac67f12d8d,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Asking if the vial was contaminated seems like a logical question ""}",TRUE,FALSE
5b17642244127b00013f7f65,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""It sounds easier to find the outcome""}",TRUE,FALSE
6a0922403f9ed7bd234fbdbb,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I feel like either way you're going to get your answer. Both questions give you a definitive answer as to if you can use the vial or not. ""}",TRUE,FALSE
6a051fffe290481de20c1519,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""Well because he knows more that are not contaminated than are""}",FALSE,TRUE
56aa2ab9402d62000c7096f2,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I found this question simpler to give a yes or no answer to""}",TRUE,FALSE
614227ca2722b36a2e6a593b,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I asked because the colleague knows for certain some of the vials that were contaminated. It seems their memory would be strongest about vials that were contaminated.""}",TRUE,FALSE
69e79bbc2723981de60d0705,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""This is the only way we find out for sure. If we asked if it was uncontaminated and it was, and the other was unsure about then we would know nothing.""}",TRUE,FALSE
69f2fa609904d03393fd6cd1,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I really wasn't sure, but I thought that my partner might have more specific awareness about which ones they could confirm they saw were contaminated versus which ones that may or may not be uncontaminated.""}",TRUE,FALSE
672d806ba1b52d41e44f7cbb,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Asking if the vial is contaminated is more natural. Asking if it isn't contaminated may confuse the colleague, as that's not typically how we phrase questions such as this in our language.""}",TRUE,FALSE
56ab6fd869b24700065cbdbd,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""as known to be contaminated, we know there must be an additional chemical compared to vials remaining uncontaminated. Breaking down the chemicals within the vial should lead to the contaminant""}",TRUE,FALSE
616faf3ab8c53e7a73a5dea5,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Do you know if this got contaminated?""}",TRUE,FALSE
69ff2d5d75a0be53a26624bb,uncont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""It's 50/50, I simply wanted to know if that vile had been contaminated. If it had, that colour would indicate which other viles in the same colour are also contaminated.""}",TRUE,FALSE
5dd2f94a238a913096c52317,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I just thought that was more important to know""}",TRUE,FALSE
5de7e86499f939745b50991c,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""Because the particular vital was sitting where the two vials weren't""}",FALSE,TRUE
637f7d25be330a69e0a55365,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""The colleague knows some of the information, this question could eliminate a contaminated file""}",FALSE,TRUE
67a8d996b6dd57db605935b4,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""A question that seemed more direct to me""}",FALSE,TRUE
69b9d089a7ed37a0535a27d9,cont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""I believe the question to be simpler, and helps me eliminate the ones that are comminated for certain.""}",FALSE,TRUE
69c1301bd2f8a8a76342436f,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""When I ask that question the colleague would have to answer either \""yes\"", which means it is the one I want, or \""no\"", which means it is either not the one I want, or it is unknown, which also means I don't want it.""}",FALSE,TRUE
5ca24b9ceb041e00152164f0,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I'd rather get right to the point and ask about the vial being contaminated.""}",TRUE,FALSE
6a08cbfafd1950ac6e92a7b4,uncont,singleton,Is this vial not contaminated?,false,true,0.5,exp2_trial1,"{""strategy"":""If I ask if the vial is uncontaminated and they say yes, then I can use it; if they say no, I know not to use it.  If I ask if the vial is contaminated and they say yes, I cannot use it; if they say no, then I would be able to use it. Either situation leads to the same outcome, but asking if it is uncontaminated seems more direct.""}",FALSE,TRUE
673a79d52880fa454ca618e2,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""I think it would be easier to identify the contaminant if I know which vials are contaminated.""}",TRUE,FALSE
69ea2496853ff0f53a6105a7,cont,singleton,Is this vial contaminated?,true,false,0.5,exp2_trial1,"{""strategy"":""Just starting with is it contaminated ""}",TRUE,FALSE
